shipment_id,carrier,origin_city,destination_city,status,delay_days,cost_usd,weight_kg,shipped_date,delivered_date,destination_region_id,cost_flag
SH090698,DHL,Hyderabad,Mumbai,in_transit,8,173.51,196.3,2024-03-15,2024-04-04,2,False
SH090699,FEDEX,Delhi,Hyderabad,delayed,4,361.96,500.89,2024-05-27,2024-04-24,1,False
SH090700,BLUEDART,Hyderabad,Mumbai,delayed,0,395.65,152.94,2024-03-15,2024-05-25,2,False
SH090708,FEDEX,Chennai,Pune,delayed,9,61.93,486.06,2024-03-25,2024-02-24,5,False
SH090728,BLUEDART,Delhi,Bangalore,pending,7,319.55,398.83,2024-05-23,2024-05-05,1,False
SH090734,FEDEX,Bangalore,Hyderabad,in_transit,10,378.68,352.57,2024-02-01,2024-03-22,3,False
SH090744,FEDEX,Hyderabad,Bangalore,in_transit,7,207.67,451.89,2024-02-14,2024-05-05,3,False
SH090750,DHL,Delhi,Mumbai,in_transit,3,246.67,161.31,2024-02-01,2024-03-13,4,False
SH090752,DHL,Hyderabad,Chennai,delayed,2,344.11,178.25,2024-06-08,2024-01-27,5,False
SH090755,FEDEX,Delhi,Pune,in_transit,4,317.7,469.58,2024-03-30,2024-01-05,1,False
SH090765,FEDEX,Pune,Bangalore,delivered,2,406.16,149.53,2024-04-15,2024-02-19,1,False
SH090787,DHL,Pune,Pune,delayed,8,232.37,210.83,2024-03-26,2024-01-20,5,False
SH090817,DHL,Delhi,Pune,delayed,4,159.38,279.44,2024-01-12,2024-02-28,4,False
SH090818,FEDEX,Pune,Bangalore,in_transit,7,258.68,59.41,2024-03-17,2024-05-05,2,False
SH090823,FEDEX,Hyderabad,Chennai,delivered,-1,373.45,460.61,2024-02-15,2024-07-01,5,False
SH090824,DHL,Mumbai,Pune,delayed,4,356.93,464.24,2024-04-01,2024-02-22,5,False
SH090844,BLUEDART,Hyderabad,Chennai,delayed,8,162.16,29.94,2024-02-09,2024-02-13,1,False
SH090854,DHL,Hyderabad,Hyderabad,delayed,8,399.12,443.39,2024-05-30,2024-05-23,5,False
SH090862,BLUEDART,Hyderabad,Bangalore,in_transit,7,68.11,310.53,2024-04-26,2024-06-04,4,False
SH090870,BLUEDART,Mumbai,Bangalore,pending,7,116.06,415.47,2024-05-27,2024-03-15,5,False
SH090873,BLUEDART,Pune,Bangalore,in_transit,5,301.0,374.64,2024-04-23,2024-03-29,3,False
SH090880,BLUEDART,Chennai,Hyderabad,in_transit,3,382.19,466.91,2024-05-31,2024-03-11,2,False
SH090891,DHL,Mumbai,Bangalore,in_transit,5,177.31,302.79,2024-01-08,2024-03-15,4,False
SH090897,DHL,Bangalore,Chennai,pending,6,335.48,309.79,2024-04-17,2024-03-13,2,False
SH090905,DHL,Pune,Bangalore,delayed,3,474.32,317.41,2024-06-21,2024-02-27,4,False
SH090918,BLUEDART,Chennai,Mumbai,delivered,6,447.15,418.57,2024-03-30,2024-06-25,1,False
SH090942,DHL,Chennai,Chennai,delayed,7,224.38,208.13,2024-05-03,2024-06-03,5,False
SH090948,DHL,Hyderabad,Chennai,delayed,8,273.69,180.03,2024-01-29,2024-02-08,3,False
SH090950,DHL,Pune,Pune,delayed,3,173.94,30.84,2024-01-24,2024-03-07,1,False
SH090989,DHL,Chennai,Pune,pending,0,205.15,195.56,2024-02-02,2024-03-23,2,False
SH090990,DHL,Delhi,Chennai,pending,6,336.93,53.56,2024-03-19,2024-02-09,4,False
SH091004,DHL,Hyderabad,Chennai,delayed,3,386.92,448.01,2024-02-25,2024-05-29,1,False
SH091006,BLUEDART,Mumbai,Chennai,delayed,3,361.87,158.95,2024-04-04,2024-01-22,2,False
SH091018,DHL,Chennai,Bangalore,delayed,8,163.0,13.65,2024-03-23,2024-03-07,5,False
SH091023,FEDEX,Chennai,Pune,delayed,8,208.48,1.77,2024-02-18,2024-05-31,4,False
SH091035,BLUEDART,Chennai,Mumbai,delayed,8,209.24,111.9,2024-01-16,2024-02-27,4,False
SH091045,DHL,Pune,Pune,delivered,-1,199.6,241.09,2024-01-25,2024-06-11,4,False
SH091049,BLUEDART,Delhi,Pune,delivered,9,330.77,418.54,2024-03-31,2024-04-29,5,False
SH091056,FEDEX,Chennai,Pune,delivered,9,93.51,116.32,2024-03-25,2024-06-07,5,False
SH091066,FEDEX,Chennai,Chennai,pending,4,240.06,363.04,2024-06-17,2024-04-24,4,False
SH091085,BLUEDART,Hyderabad,Hyderabad,pending,-1,174.14,91.97,2024-01-29,2024-03-14,1,False
SH091093,BLUEDART,Delhi,Mumbai,in_transit,7,114.99,163.43,2024-03-17,2024-03-05,4,False
SH091107,FEDEX,Mumbai,Bangalore,delayed,4,77.83,38.65,2024-02-25,2024-05-20,1,False
SH091126,FEDEX,Bangalore,Pune,delayed,3,368.74,54.82,2024-03-28,2024-04-17,2,False
SH091130,BLUEDART,Chennai,Chennai,delayed,5,261.76,164.42,2024-01-30,2024-03-28,4,False
SH091134,DHL,Pune,Pune,delivered,4,116.63,412.91,2024-02-22,2024-06-27,5,False
SH091136,FEDEX,Delhi,Hyderabad,in_transit,2,438.64,92.57,2024-06-15,2024-01-28,3,False
SH091138,BLUEDART,Pune,Hyderabad,in_transit,8,154.7,481.39,2024-04-14,2024-04-26,5,False
SH091145,FEDEX,Mumbai,Bangalore,delivered,9,335.07,388.05,2024-05-20,2024-03-08,2,False
SH091146,FEDEX,Mumbai,Chennai,delivered,4,74.59,470.84,2024-04-27,2024-05-22,1,False
SH091149,FEDEX,Delhi,Delhi,delayed,9,105.41,126.01,2024-06-22,2024-03-13,3,False
SH091150,FEDEX,Delhi,Hyderabad,in_transit,1,355.25,214.26,2024-02-12,2024-05-09,3,False
SH091152,FEDEX,Chennai,Bangalore,delayed,1,125.04,196.08,2024-05-08,2024-05-08,1,False
SH091160,DHL,Hyderabad,Chennai,in_transit,9,197.66,88.93,2024-04-29,2024-03-14,5,False
SH091162,FEDEX,Pune,Bangalore,delivered,1,420.52,397.19,2024-05-14,2024-03-19,1,False
SH091182,FEDEX,Chennai,Chennai,in_transit,2,297.36,261.71,2024-01-29,2024-05-03,1,False
SH091200,FEDEX,Mumbai,Pune,pending,3,309.43,485.55,2024-06-21,2024-04-21,2,False
SH091202,DHL,Delhi,Chennai,delayed,8,94.02,141.42,2024-01-08,2024-05-27,2,False
SH091206,FEDEX,Pune,Bangalore,delayed,5,86.75,90.68,2024-05-31,2024-07-02,1,False
SH091209,BLUEDART,Chennai,Mumbai,pending,7,442.63,142.45,2024-02-18,2024-06-20,3,False
SH091229,BLUEDART,Delhi,Pune,delayed,2,96.1,37.1,2024-03-01,2024-02-15,1,False
SH091231,DHL,Hyderabad,Bangalore,delivered,9,265.51,365.5,2024-02-14,2024-05-28,5,False
SH091233,FEDEX,Bangalore,Bangalore,delayed,4,221.75,29.75,2024-03-28,2024-04-11,4,False
SH091234,DHL,Pune,Pune,delivered,5,0.0,364.64,2024-06-15,2024-02-22,1,False
SH091241,BLUEDART,Pune,Bangalore,in_transit,3,333.18,370.54,2024-03-13,2024-04-08,5,False
SH091252,DHL,Chennai,Delhi,delayed,3,70.68,64.33,2024-06-08,2024-03-13,2,False
SH091255,FEDEX,Hyderabad,Hyderabad,delayed,7,270.31,111.62,2024-03-23,2024-04-27,3,False
SH091260,BLUEDART,Delhi,Hyderabad,in_transit,6,204.38,426.28,2024-01-31,2024-03-04,5,False
SH091272,FEDEX,Delhi,Chennai,delayed,2,460.33,149.21,2024-04-21,2024-05-19,1,False
SH091280,FEDEX,Pune,Mumbai,delivered,1,115.78,448.98,2024-02-27,2024-05-16,5,False
SH091282,FEDEX,Delhi,Bangalore,in_transit,9,91.2,362.28,2024-03-16,2024-01-03,4,False
SH091298,DHL,Hyderabad,Mumbai,delivered,1,157.87,223.16,2024-05-15,2024-06-30,5,False
SH091322,FEDEX,Chennai,Bangalore,in_transit,4,156.05,419.87,2024-03-25,2024-02-22,3,False
SH091327,BLUEDART,Delhi,Chennai,in_transit,4,0.0,491.13,2024-04-22,2024-01-17,3,False
SH091330,BLUEDART,Chennai,Hyderabad,delayed,4,111.41,375.16,2024-06-12,2024-06-18,2,False
SH091331,FEDEX,Delhi,Chennai,in_transit,2,251.49,23.96,2024-02-27,2024-04-14,4,False
SH091351,FEDEX,Hyderabad,Pune,pending,4,484.75,81.54,2024-04-07,2024-06-05,1,False
SH091352,DHL,Delhi,Chennai,delivered,9,145.81,371.25,2024-03-10,2024-06-08,2,False
SH091354,FEDEX,Chennai,Bangalore,delayed,0,418.06,299.16,2024-06-10,2024-02-19,5,False
SH091376,DHL,Pune,Chennai,delivered,1,413.37,267.8,2024-05-17,2024-04-29,2,False
SH091377,DHL,Pune,Mumbai,in_transit,0,445.9,252.11,2024-05-21,2024-07-03,1,False
SH091382,DHL,Bangalore,Pune,delayed,9,339.41,252.54,2024-02-15,2024-02-19,3,False
SH091384,BLUEDART,Delhi,Chennai,delayed,2,448.84,409.36,2024-05-10,2024-06-24,3,False
SH091389,BLUEDART,Hyderabad,Chennai,in_transit,2,56.01,239.85,2024-02-17,2024-05-22,1,False
SH091398,BLUEDART,Delhi,Pune,delayed,3,52.51,43.98,2024-05-05,2024-06-02,3,False
SH091402,FEDEX,Pune,Pune,in_transit,1,187.57,203.22,2024-03-07,2024-04-07,4,False
SH091411,DHL,Chennai,Bangalore,in_transit,4,62.91,90.54,2024-05-30,2024-02-03,4,False
SH091427,FEDEX,Pune,Pune,delivered,8,122.83,144.0,2024-05-17,2024-03-17,1,False
SH091442,BLUEDART,Pune,Mumbai,pending,6,235.47,427.04,2024-03-05,2024-01-24,3,False
SH091445,DHL,Pune,Pune,delayed,1,99.21,365.82,2024-05-10,2024-04-18,4,False
SH091450,DHL,Hyderabad,Pune,in_transit,8,222.4,28.83,2024-05-30,2024-01-12,1,False
SH091451,DHL,Delhi,Bangalore,in_transit,6,136.04,25.46,2024-03-21,2024-05-04,1,False
SH091456,BLUEDART,Pune,Hyderabad,pending,9,445.25,411.66,2024-04-27,2024-01-30,1,False
SH091466,BLUEDART,Hyderabad,Bangalore,in_transit,3,412.47,350.24,2024-03-23,2024-04-19,1,False
SH091480,DHL,Chennai,Chennai,in_transit,9,179.85,390.81,2024-03-09,2024-01-05,5,False
SH091485,FEDEX,Delhi,Bangalore,pending,3,0.0,346.29,2024-01-12,2024-06-03,1,False
SH091492,BLUEDART,Delhi,Delhi,in_transit,4,453.72,301.41,2024-03-16,2024-02-01,5,False
SH091493,BLUEDART,Hyderabad,Mumbai,in_transit,2,118.9,47.01,2024-03-05,2024-03-03,4,False
SH091519,FEDEX,Hyderabad,Mumbai,in_transit,7,452.73,120.64,2024-05-26,2024-02-09,2,False
SH091529,DHL,Bangalore,Hyderabad,pending,1,172.6,295.34,2024-06-22,2024-04-28,1,False
SH091533,BLUEDART,Delhi,Pune,delivered,1,240.6,326.71,2024-05-18,2024-01-20,5,False
SH091542,FEDEX,Pune,Mumbai,in_transit,5,160.89,19.05,2024-01-19,2024-01-13,5,False
SH091544,FEDEX,Pune,Pune,in_transit,1,450.62,433.97,2024-05-02,2024-04-10,3,False
SH091554,FEDEX,Delhi,Mumbai,delayed,8,58.46,139.4,2024-05-31,2024-05-04,3,False
SH091581,DHL,Hyderabad,Pune,in_transit,4,317.16,235.82,2024-06-14,2024-06-27,3,False
SH091584,BLUEDART,Pune,Chennai,in_transit,6,178.73,172.14,2024-03-01,2024-01-10,1,False
SH091587,DHL,Pune,Pune,delivered,9,130.31,104.49,2024-05-27,2024-03-02,5,False
SH091594,DHL,Mumbai,Pune,delivered,7,91.99,269.5,2024-02-19,2024-03-12,3,False
SH091606,DHL,Pune,Mumbai,pending,8,209.08,21.82,2024-06-01,2024-05-23,5,False
SH091614,DHL,Delhi,Bangalore,pending,1,353.57,285.19,2024-04-19,2024-05-03,3,False
SH091616,DHL,Delhi,Delhi,pending,4,249.8,500.35,2024-05-19,2024-06-13,3,False
SH091648,DHL,Hyderabad,Hyderabad,delivered,2,257.0,433.51,2024-05-17,2024-02-20,5,False
SH091664,FEDEX,Chennai,Pune,in_transit,5,317.15,30.2,2024-06-04,2024-06-02,5,False
SH091669,DHL,Pune,Chennai,pending,0,88.48,50.57,2024-02-08,2024-06-01,5,False
SH091670,BLUEDART,Chennai,Chennai,delayed,10,159.7,483.83,2024-01-28,2024-06-22,5,False
SH091671,FEDEX,Pune,Mumbai,delayed,3,65.35,18.46,2024-06-20,2024-03-21,5,False
SH091672,FEDEX,Hyderabad,Pune,in_transit,8,68.74,115.36,2024-06-03,2024-02-24,5,False
SH091676,FEDEX,Delhi,Chennai,in_transit,5,228.83,473.18,2024-01-21,2024-06-25,4,False
SH091682,BLUEDART,Delhi,Hyderabad,pending,8,308.2,354.49,2024-04-09,2024-06-07,1,False
SH091697,BLUEDART,Delhi,Bangalore,pending,3,404.77,7.97,2024-06-18,2024-06-11,4,False
SH091705,BLUEDART,Pune,Chennai,pending,2,484.94,296.15,2024-02-22,2024-06-08,2,False
SH091718,DHL,Chennai,Pune,in_transit,3,196.58,272.66,2024-01-26,2024-05-29,2,False
SH091719,FEDEX,Pune,Bangalore,in_transit,3,326.53,172.29,2024-02-27,2024-05-06,1,False
SH091733,DHL,Pune,Bangalore,pending,6,360.23,409.95,2024-05-15,2024-04-07,3,False
SH091756,BLUEDART,Delhi,Chennai,pending,6,167.77,130.35,2024-02-11,2024-02-06,3,False
SH091761,BLUEDART,Bangalore,Hyderabad,in_transit,3,226.99,105.62,2024-04-13,2024-01-26,2,False
SH091762,DHL,Bangalore,Bangalore,delayed,7,329.47,409.03,2024-01-04,2024-03-25,2,False
SH091798,DHL,Chennai,Pune,delayed,4,103.93,316.47,2024-02-22,2024-02-20,3,False
SH091805,BLUEDART,Delhi,Bangalore,in_transit,3,421.62,352.32,2024-04-26,2024-04-02,4,False
SH091806,FEDEX,Pune,Chennai,delayed,7,106.37,407.94,2024-01-13,2024-06-10,3,False
SH091811,DHL,Pune,Bangalore,in_transit,2,89.2,424.11,2024-01-06,2024-03-20,5,False
SH091835,DHL,Chennai,Mumbai,pending,4,137.24,281.75,2024-05-01,2024-02-22,5,False
SH091836,DHL,Hyderabad,Bangalore,pending,3,215.94,348.34,2024-05-09,2024-02-27,1,False
SH091845,FEDEX,Pune,Hyderabad,delayed,8,183.45,358.06,2024-05-13,2024-04-09,4,False
SH091854,DHL,Chennai,Bangalore,delayed,-1,72.36,42.55,2024-03-18,2024-02-03,5,False
SH091858,BLUEDART,Hyderabad,Bangalore,in_transit,8,309.17,467.29,2024-01-09,2024-01-15,4,False
SH091876,DHL,Chennai,Mumbai,in_transit,4,193.93,305.15,2024-06-14,2024-01-30,5,False
SH091877,DHL,Hyderabad,Mumbai,delayed,5,429.61,192.31,2024-01-13,2024-04-25,1,False
SH091885,FEDEX,Delhi,Delhi,in_transit,5,262.24,282.73,2024-02-19,2024-02-06,2,False
SH091897,FEDEX,Pune,Chennai,delivered,7,239.42,334.42,2024-01-23,2024-06-12,2,False
SH091899,BLUEDART,Chennai,Mumbai,delayed,7,336.35,78.71,2024-03-06,2024-04-26,4,False
SH091910,BLUEDART,Pune,Delhi,delayed,2,81.16,118.02,2024-06-29,2024-04-07,5,False
SH091923,FEDEX,Bangalore,Chennai,delayed,9,306.03,221.6,2024-02-23,2024-05-03,3,False
SH091930,BLUEDART,Pune,Mumbai,delayed,2,403.08,110.36,2024-06-28,2024-04-01,5,False
SH091934,FEDEX,Delhi,Hyderabad,delivered,6,255.79,105.01,2024-04-15,2024-06-13,1,False
SH091942,DHL,Pune,Delhi,delayed,2,230.88,443.09,2024-04-17,2024-01-28,5,False
SH091953,DHL,Pune,Pune,delivered,8,84.58,422.67,2024-05-21,2024-06-04,4,False
SH091990,FEDEX,Delhi,Chennai,pending,8,384.3,124.31,2024-01-14,2024-03-28,3,False
SH092005,DHL,Delhi,Hyderabad,delivered,9,346.42,382.48,2024-03-27,2024-06-22,3,False
SH092007,FEDEX,Chennai,Hyderabad,delayed,8,263.51,159.13,2024-03-22,2024-04-11,5,False
SH092009,DHL,Delhi,Mumbai,in_transit,7,496.3,376.09,2024-06-07,2024-06-04,3,True
SH092016,FEDEX,Delhi,Bangalore,delayed,9,490.71,267.15,2024-05-21,2024-07-06,3,False
SH092026,BLUEDART,Hyderabad,Hyderabad,delayed,6,489.32,423.99,2024-05-27,2024-03-23,1,False
SH092032,BLUEDART,Hyderabad,Mumbai,in_transit,10,94.33,196.09,2024-04-22,2024-03-05,2,False
SH092035,DHL,Chennai,Pune,delivered,10,445.89,71.63,2024-03-24,2024-04-01,2,False
SH092036,DHL,Delhi,Mumbai,delayed,2,470.99,209.05,2024-05-10,2024-04-09,1,False
SH092037,DHL,Pune,Hyderabad,in_transit,8,128.61,327.51,2024-02-20,2024-05-29,2,False
SH092038,DHL,Delhi,Pune,pending,7,165.23,277.85,2024-01-13,2024-02-02,2,False
SH092045,DHL,Pune,Hyderabad,delivered,2,190.62,481.38,2024-06-24,2024-05-19,1,False
SH092076,DHL,Pune,Chennai,in_transit,0,308.33,385.11,2024-05-11,2024-03-18,4,False
SH092088,FEDEX,Delhi,Chennai,in_transit,2,195.29,327.6,2024-01-25,2024-02-29,1,False
SH092093,FEDEX,Delhi,Hyderabad,pending,4,454.82,16.75,2024-04-05,2024-06-06,4,False
SH092099,DHL,Hyderabad,Mumbai,delayed,2,215.97,350.19,2024-05-01,2024-06-03,1,False
SH092103,FEDEX,Delhi,Pune,in_transit,6,227.67,279.57,2024-06-11,2024-03-09,5,False
SH092105,BLUEDART,Pune,Mumbai,pending,3,127.71,448.02,2024-02-05,2024-06-02,1,False
SH092124,DHL,Chennai,Delhi,delayed,8,355.6,223.79,2024-06-19,2024-03-31,4,False
SH092150,BLUEDART,Bangalore,Pune,delayed,9,273.72,88.75,2024-06-28,2024-04-28,2,False
SH092153,BLUEDART,Delhi,Hyderabad,in_transit,5,250.45,367.82,2024-03-05,2024-01-19,1,False
SH092159,FEDEX,Hyderabad,Hyderabad,delayed,7,192.05,291.76,2024-05-20,2024-05-26,4,False
SH092162,BLUEDART,Bangalore,Bangalore,in_transit,9,448.97,29.02,2024-01-10,2024-01-29,3,False
SH092167,FEDEX,Hyderabad,Mumbai,pending,8,225.23,450.01,2024-03-21,2024-01-06,5,False
SH092170,DHL,Delhi,Mumbai,delayed,9,247.26,7.81,2024-01-28,2024-01-19,5,False
SH092182,BLUEDART,Delhi,Pune,pending,-1,255.13,300.7,2024-03-30,2024-03-20,4,False
SH092183,FEDEX,Bangalore,Hyderabad,in_transit,6,438.22,46.99,2024-02-07,2024-03-23,2,False
SH092205,FEDEX,Chennai,Mumbai,delayed,7,482.25,465.92,2024-01-19,2024-04-25,5,False
SH092209,BLUEDART,Hyderabad,Delhi,pending,1,142.04,298.07,2024-04-25,2024-04-15,3,False
SH092219,DHL,Delhi,Mumbai,in_transit,4,429.85,326.43,2024-05-14,2024-02-22,5,False
SH092229,BLUEDART,Pune,Delhi,delayed,2,154.51,170.82,2024-05-20,2024-06-15,3,False
SH092246,DHL,Pune,Chennai,delayed,2,412.06,107.65,2024-02-08,2024-03-20,4,False
SH092253,FEDEX,Delhi,Pune,delayed,5,316.58,187.51,2024-02-15,2024-06-19,1,False
SH092266,FEDEX,Pune,Mumbai,pending,1,153.42,34.08,2024-04-04,2024-02-27,5,False
SH092273,BLUEDART,Pune,Pune,in_transit,1,163.1,315.79,2024-04-24,2024-06-09,4,False
SH092287,DHL,Hyderabad,Mumbai,delayed,4,115.2,483.48,2024-03-07,2024-05-17,2,False
SH092317,DHL,Pune,Pune,pending,3,363.91,325.85,2024-06-19,2024-02-04,1,False
SH092319,FEDEX,Hyderabad,Mumbai,in_transit,7,156.33,204.89,2024-05-04,2024-01-21,2,False
SH092327,DHL,Mumbai,Mumbai,pending,7,181.45,195.02,2024-03-26,2024-05-26,3,False
SH092336,FEDEX,Bangalore,Pune,delayed,-1,173.43,48.19,2024-04-29,2024-01-16,2,False
SH092337,DHL,Delhi,Delhi,pending,10,424.68,183.66,2024-03-01,2024-05-13,4,False
SH092339,DHL,Hyderabad,Chennai,pending,5,303.95,376.57,2024-05-28,2024-05-30,3,False
SH092346,FEDEX,Pune,Bangalore,delayed,6,138.41,26.57,2024-04-13,2024-03-27,2,False
SH092356,DHL,Hyderabad,Mumbai,delayed,8,228.39,277.09,2024-04-26,2024-02-23,2,False
SH092378,FEDEX,Mumbai,Delhi,in_transit,9,306.65,209.37,2024-02-27,2024-02-28,2,False
SH009563,DHL,Pune,Delhi,delayed,3,95.43,66.38,2024-02-02,2024-03-03,2,False
SH092382,BLUEDART,Hyderabad,Mumbai,delayed,3,271.86,20.09,2024-05-27,2024-04-17,2,False
SH092383,DHL,Mumbai,Chennai,in_transit,7,394.49,88.83,2024-05-02,2024-05-29,1,False
SH092402,DHL,Hyderabad,Delhi,delayed,6,463.94,342.85,2024-03-28,2024-01-06,4,False
SH092403,FEDEX,Hyderabad,Pune,delayed,3,67.03,127.0,2024-06-16,2024-01-21,2,False
SH092407,DHL,Chennai,Bangalore,delivered,4,496.96,445.56,2024-05-19,2024-06-02,1,True
SH092418,BLUEDART,Bangalore,Mumbai,delayed,10,457.92,45.79,2024-01-11,2024-03-19,5,False
SH092434,DHL,Hyderabad,Mumbai,pending,1,82.41,189.23,2024-04-05,2024-02-17,3,False
SH092472,FEDEX,Delhi,Hyderabad,delayed,8,346.23,456.16,2024-03-12,2024-04-16,2,False
SH092479,FEDEX,Delhi,Hyderabad,delayed,2,371.46,41.22,2024-03-28,2024-03-13,4,False
SH092482,FEDEX,Hyderabad,Pune,in_transit,6,310.38,233.97,2024-01-16,2024-03-08,2,False
SH092485,DHL,Hyderabad,Chennai,in_transit,-1,264.91,248.73,2024-02-18,2024-03-20,4,False
SH092486,DHL,Pune,Delhi,delivered,3,336.66,494.58,2024-02-25,2024-01-28,4,False
SH092502,DHL,Chennai,Chennai,in_transit,2,168.99,43.11,2024-03-31,2024-04-16,4,False
SH092505,DHL,Hyderabad,Mumbai,in_transit,8,464.3,249.55,2024-05-07,2024-01-29,2,False
SH092511,DHL,Mumbai,Delhi,pending,2,455.39,435.65,2024-06-26,2024-05-22,5,False
SH092515,FEDEX,Hyderabad,Chennai,delivered,2,146.54,310.64,2024-06-24,2024-06-08,1,False
SH092537,FEDEX,Mumbai,Chennai,in_transit,2,354.86,488.66,2024-05-30,2024-05-08,4,False
SH092544,FEDEX,Pune,Chennai,delivered,7,117.61,438.63,2024-04-01,2024-05-30,3,False
SH092562,DHL,Bangalore,Chennai,in_transit,0,0.0,485.04,2024-05-21,2024-04-25,2,False
SH092563,FEDEX,Pune,Bangalore,delayed,3,377.37,375.2,2024-05-02,2024-05-07,1,False
SH092564,DHL,Hyderabad,Bangalore,pending,6,425.44,494.84,2024-01-28,2024-02-13,1,False
SH092570,BLUEDART,Delhi,Bangalore,delivered,9,287.45,431.54,2024-06-08,2024-03-21,1,False
SH092580,BLUEDART,Pune,Hyderabad,delayed,9,431.31,69.82,2024-06-29,2024-03-06,4,False
SH092587,FEDEX,Hyderabad,Bangalore,pending,2,491.4,262.3,2024-04-11,2024-05-23,3,False
SH092605,DHL,Pune,Bangalore,in_transit,6,405.12,374.96,2024-05-16,2024-05-22,4,False
SH092607,BLUEDART,Delhi,Chennai,in_transit,10,77.36,75.0,2024-05-24,2024-06-19,4,False
SH092622,FEDEX,Chennai,Mumbai,delayed,6,436.36,300.65,2024-05-21,2024-05-20,1,False
SH092626,DHL,Hyderabad,Chennai,pending,8,395.87,280.74,2024-01-29,2024-02-08,3,False
SH092638,BLUEDART,Pune,Chennai,in_transit,7,424.2,421.49,2024-02-29,2024-01-29,3,False
SH092646,FEDEX,Delhi,Chennai,delivered,2,359.25,328.2,2024-06-29,2024-06-05,3,False
SH092652,FEDEX,Hyderabad,Pune,pending,-1,176.72,275.65,2024-03-30,2024-04-02,2,False
SH092660,DHL,Chennai,Pune,in_transit,4,315.21,32.28,2024-03-12,2024-05-24,2,False
SH092666,DHL,Bangalore,Mumbai,pending,2,201.03,276.04,2024-01-03,2024-05-19,2,False
SH092678,DHL,Chennai,Delhi,delayed,2,416.28,123.09,2024-02-12,2024-01-28,1,False
SH092686,FEDEX,Hyderabad,Chennai,delayed,1,82.01,394.95,2024-05-13,2024-04-11,2,False
SH092712,DHL,Mumbai,Mumbai,delayed,4,444.46,69.99,2024-05-04,2024-03-11,4,False
SH092721,BLUEDART,Bangalore,Mumbai,delayed,5,341.05,232.84,2024-05-17,2024-01-14,3,False
SH092744,FEDEX,Chennai,Hyderabad,delayed,4,175.31,244.07,2024-02-03,2024-05-07,1,False
SH092785,DHL,Bangalore,Bangalore,delayed,7,447.89,121.49,2024-03-10,2024-02-14,1,False
SH092799,BLUEDART,Hyderabad,Hyderabad,pending,-1,94.84,330.26,2024-02-08,2024-01-12,1,False
SH092811,BLUEDART,Hyderabad,Mumbai,in_transit,7,332.24,220.32,2024-01-31,2024-05-04,5,False
SH092834,BLUEDART,Mumbai,Mumbai,in_transit,2,320.25,10.94,2024-06-04,2024-05-03,4,False
SH092858,FEDEX,Bangalore,Pune,delayed,5,442.18,334.71,2024-03-20,2024-04-29,5,False
SH092866,FEDEX,Hyderabad,Bangalore,delayed,4,82.32,139.9,2024-05-03,2024-01-22,5,False
SH092874,BLUEDART,Hyderabad,Hyderabad,delivered,7,92.81,137.57,2024-02-01,2024-06-15,1,False
SH092880,BLUEDART,Pune,Bangalore,delayed,8,357.86,466.53,2024-06-01,2024-04-21,5,False
SH092908,BLUEDART,Bangalore,Mumbai,delayed,8,162.69,42.77,2024-06-10,2024-05-02,2,False
SH092911,DHL,Pune,Mumbai,delayed,4,327.5,261.04,2024-04-06,2024-05-24,2,False
SH092924,FEDEX,Hyderabad,Pune,pending,4,260.16,123.27,2024-02-07,2024-06-20,5,False
SH092928,FEDEX,Delhi,Mumbai,pending,10,182.65,160.53,2024-04-19,2024-05-29,1,False
SH092933,DHL,Hyderabad,Hyderabad,delayed,8,50.04,464.5,2024-05-11,2024-06-27,5,False
SH092951,FEDEX,Hyderabad,Chennai,delivered,7,461.65,144.91,2024-06-21,2024-05-04,5,False
SH092985,DHL,Pune,Mumbai,delayed,6,300.7,422.16,2024-05-03,2024-05-27,2,False
SH092993,DHL,Delhi,Hyderabad,delivered,4,394.37,357.62,2024-06-08,2024-06-25,2,False
SH092999,FEDEX,Chennai,Delhi,delayed,10,351.85,2.8,2024-01-24,2024-04-08,5,False
SH093000,FEDEX,Delhi,Bangalore,delayed,9,309.88,267.91,2024-06-07,2024-07-01,2,False
SH093003,DHL,Hyderabad,Chennai,delivered,-1,113.55,331.92,2024-01-05,2024-03-25,4,False
SH093005,FEDEX,Hyderabad,Delhi,delivered,9,446.53,449.24,2024-03-26,2024-02-10,4,False
SH093013,DHL,Hyderabad,Chennai,delayed,2,65.09,108.57,2024-05-19,2024-06-11,1,False
SH093023,DHL,Chennai,Mumbai,pending,6,462.45,83.26,2024-04-27,2024-06-18,5,False
SH093058,BLUEDART,Hyderabad,Hyderabad,delayed,9,400.17,262.88,2024-01-28,2024-02-15,1,False
SH093059,DHL,Delhi,Pune,in_transit,4,366.81,383.56,2024-04-17,2024-03-13,3,False
SH093078,DHL,Hyderabad,Mumbai,pending,5,498.51,385.04,2024-01-16,2024-02-28,4,True
SH093082,FEDEX,Chennai,Bangalore,pending,6,353.75,142.83,2024-03-24,2024-02-09,5,False
SH093095,FEDEX,Bangalore,Chennai,delayed,5,85.14,367.31,2024-06-01,2024-06-16,4,False
SH093096,FEDEX,Delhi,Hyderabad,delayed,4,340.28,292.07,2024-03-16,2024-06-18,3,False
SH093105,BLUEDART,Pune,Mumbai,delayed,7,375.83,380.12,2024-05-01,2024-04-11,5,False
