"shipment_id","carrier","origin_city","destination_city","status","delay_days","cost_usd","weight_kg","shipped_date","delivered_date","destination_region_id"
SH048584,BLUEDART,Chennai,Bangalore,in_transit,5,122.11,221.49,2024-06-15,2024-03-24,4
SH048604,DHL,Mumbai,Mumbai,in_transit,6,267.12,95.88,2024-06-05,2024-02-05,4
SH048621,FEDEX,Bangalore,Pune,delayed,1,140.61,222.52,2024-01-23,2024-07-05,4
SH048623,FEDEX,Chennai,Chennai,delayed,2,270.29,240.14,2024-03-29,2024-05-15,3
SH048624,DHL,Chennai,Mumbai,in_transit,7,360.04,461.14,2024-06-26,2024-06-08,4
SH048625,DHL,Delhi,Mumbai,delayed,5,222.25,463.03,2024-04-20,2024-06-08,1
SH048649,DHL,Pune,Bangalore,delayed,1,240.42,325.07,2024-04-05,2024-03-04,2
SH048671,FEDEX,Delhi,Mumbai,delivered,6,463.10,236.42,2024-05-11,2024-05-20,2
SH048674,DHL,Bangalore,Pune,pending,5,194.22,142.28,2024-02-17,2024-01-08,2
SH048685,FEDEX,Pune,Bangalore,pending,2,123.16,33.02,2024-02-22,2024-01-23,5
SH048686,DHL,Chennai,Pune,in_transit,2,153.90,468.69,2024-01-11,2024-05-21,5
SH048692,DHL,Pune,Chennai,delivered,3,216.52,407.39,2024-05-06,2024-03-16,2
SH048697,BLUEDART,Chennai,Pune,in_transit,9,158.55,112.55,2024-01-18,2024-03-19,2
SH048722,BLUEDART,Chennai,Chennai,delivered,8,140.47,57.27,2024-01-03,2024-01-16,5
SH048725,BLUEDART,Chennai,Bangalore,in_transit,7,199.16,298.87,2024-04-18,2024-01-09,2
SH048742,FEDEX,Delhi,Pune,pending,9,336.18,367.99,2024-03-27,2024-06-25,5
SH048752,DHL,Pune,Pune,in_transit,0,356.91,407.91,2024-06-06,2024-06-02,4
SH048759,FEDEX,Pune,Chennai,delayed,-1,125.34,116.92,2024-06-19,2024-05-18,2
SH048768,FEDEX,Delhi,Bangalore,pending,6,427.20,173.61,2024-01-18,2024-04-15,4
SH048790,FEDEX,Chennai,Delhi,delayed,9,107.91,13.53,2024-03-10,2024-03-03,3
SH048819,BLUEDART,Pune,Delhi,in_transit,6,191.85,360.73,2024-06-21,2024-03-05,5
SH048821,FEDEX,Chennai,Bangalore,delivered,6,275.20,187.06,2024-02-16,2024-05-17,1
SH048822,DHL,Mumbai,Delhi,pending,5,62.90,32.37,2024-02-26,2024-03-10,2
SH048824,DHL,Chennai,Mumbai,in_transit,5,303.38,62.64,2024-01-22,2024-04-20,3
SH048838,DHL,Chennai,Pune,delayed,4,463.65,247.44,2024-06-20,2024-01-03,3
SH048854,BLUEDART,Delhi,Chennai,in_transit,3,472.19,413.81,2024-02-06,2024-01-24,5
SH048878,BLUEDART,Hyderabad,Bangalore,in_transit,1,418.98,488.83,2024-04-21,2024-03-19,2
SH048893,BLUEDART,Hyderabad,Mumbai,pending,-1,259.68,13.47,2024-01-28,2024-02-29,3
SH048894,DHL,Hyderabad,Pune,pending,1,368.14,202.67,2024-01-18,2024-05-29,3
SH048911,DHL,Pune,Mumbai,delayed,9,191.45,374.47,2024-04-26,2024-02-11,5
SH048912,BLUEDART,Delhi,Pune,in_transit,1,165.23,123.50,2024-05-11,2024-01-18,3
SH048916,FEDEX,Chennai,Chennai,delayed,7,185.58,141.23,2024-01-19,2024-05-14,1
SH048925,DHL,Hyderabad,Delhi,delivered,0,212.34,394.25,2024-01-27,2024-05-16,5
SH048927,DHL,Hyderabad,Bangalore,delivered,0,287.21,301.69,2024-03-20,2024-03-05,2
SH048951,BLUEDART,Hyderabad,Pune,delayed,10,434.27,202.60,2024-02-02,2024-03-09,5
SH048954,FEDEX,Chennai,Pune,delivered,-1,354.56,321.23,2024-06-16,2024-05-31,4
SH048957,FEDEX,Pune,Bangalore,delayed,5,213.30,137.37,2024-04-17,2024-06-07,2
SH048966,DHL,Delhi,Hyderabad,pending,2,95.76,390.34,2024-05-18,2024-06-22,3
SH048968,DHL,Hyderabad,Mumbai,delayed,4,265.40,352.03,2024-06-14,2024-01-09,5
SH048988,DHL,Chennai,Chennai,delayed,2,361.03,240.20,2024-03-21,2024-04-15,1
SH049009,DHL,Chennai,Mumbai,delayed,7,183.37,358.57,2024-01-11,2024-06-26,1
SH049013,FEDEX,Hyderabad,Pune,delivered,6,259.65,340.27,2024-06-08,2024-04-18,5
SH049023,DHL,Pune,Pune,in_transit,7,452.22,243.08,2024-03-27,2024-03-07,1
SH049024,DHL,Pune,Delhi,delayed,3,316.71,385.83,2024-02-13,2024-03-04,2
SH049033,DHL,Chennai,Delhi,pending,1,83.42,264.39,2024-02-25,2024-03-21,2
SH049034,DHL,Delhi,Delhi,delivered,-1,115.07,386.08,2024-04-27,2024-05-16,5
SH049043,BLUEDART,Pune,Pune,in_transit,2,211.17,365.71,2024-06-12,2024-04-19,3
SH049048,DHL,Hyderabad,Hyderabad,delayed,4,137.26,126.71,2024-03-01,2024-06-02,5
SH049052,FEDEX,Pune,Bangalore,delayed,8,252.52,462.86,2024-02-09,2024-04-24,2
SH049067,BLUEDART,Mumbai,Mumbai,delayed,4,394.83,363.67,2024-03-21,2024-06-19,5
SH049069,DHL,Delhi,Chennai,delivered,4,194.90,183.26,2024-02-29,2024-07-04,1
SH049076,BLUEDART,Hyderabad,Mumbai,in_transit,2,154.64,153.24,2024-01-29,2024-03-20,5
SH049113,FEDEX,Mumbai,Bangalore,in_transit,10,324.34,311.55,2024-03-23,2024-01-26,3
SH049120,BLUEDART,Hyderabad,Mumbai,in_transit,8,473.18,55.00,2024-06-10,2024-06-28,4
SH049127,DHL,Delhi,Pune,pending,7,134.55,208.12,2024-04-30,2024-04-12,3
SH049136,FEDEX,Delhi,Mumbai,delayed,6,388.23,103.59,2024-06-07,2024-02-05,3
SH049141,FEDEX,Hyderabad,Delhi,in_transit,6,118.17,470.31,2024-02-22,2024-04-08,4
SH049142,DHL,Delhi,Pune,in_transit,3,154.64,25.64,2024-02-14,2024-05-18,4
SH049154,DHL,Hyderabad,Bangalore,in_transit,3,102.09,376.52,2024-06-22,2024-05-08,4
SH049155,DHL,Mumbai,Hyderabad,pending,6,115.28,469.04,2024-06-21,2024-03-10,1
SH049164,FEDEX,Chennai,Mumbai,in_transit,8,301.18,84.94,2024-05-23,2024-04-01,3
SH049172,DHL,Bangalore,Chennai,in_transit,5,212.09,107.53,2024-01-30,2024-04-19,2
SH049182,DHL,Chennai,Chennai,delayed,9,216.28,291.56,2024-02-07,2024-04-20,5
SH049203,DHL,Bangalore,Pune,delayed,5,439.77,94.66,2024-03-09,2024-04-07,3
SH049210,FEDEX,Bangalore,Bangalore,delivered,8,468.78,450.24,2024-05-20,2024-02-20,5
SH049223,DHL,Pune,Pune,delivered,7,436.46,277.52,2024-02-12,2024-06-03,1
SH049239,DHL,Delhi,Bangalore,delivered,9,59.20,432.60,2024-06-20,2024-01-13,3
SH049258,FEDEX,Chennai,Mumbai,in_transit,10,70.58,196.67,2024-03-23,2024-02-18,2
SH049259,DHL,Hyderabad,Delhi,delivered,0,297.68,79.32,2024-05-29,2024-01-05,3
SH049263,FEDEX,Delhi,Bangalore,delayed,7,192.24,381.84,2024-03-05,2024-01-19,4
SH049265,DHL,Hyderabad,Mumbai,delayed,3,262.90,60.62,2024-04-03,2024-04-05,1
SH049301,BLUEDART,Chennai,Pune,delayed,2,453.28,199.22,2024-05-05,2024-04-20,4
SH049309,BLUEDART,Delhi,Delhi,delayed,5,115.70,211.36,2024-04-07,2024-01-07,2
SH049322,BLUEDART,Pune,Chennai,pending,5,295.58,276.73,2024-06-10,2024-03-17,2
SH049354,DHL,Hyderabad,Mumbai,delivered,9,494.40,479.54,2024-01-16,2024-03-21,2
SH049361,FEDEX,Hyderabad,Chennai,in_transit,8,457.85,69.03,2024-02-07,2024-05-10,1
SH049363,BLUEDART,Bangalore,Pune,pending,3,448.30,316.14,2024-03-16,2024-06-15,4
SH049365,DHL,Pune,Mumbai,delayed,4,355.85,190.78,2024-06-15,2024-04-20,5
SH049390,DHL,Delhi,Hyderabad,in_transit,5,440.52,457.47,2024-05-08,2024-06-01,2
SH049397,FEDEX,Bangalore,Hyderabad,in_transit,1,313.60,496.99,2024-02-06,2024-04-15,1
SH049410,DHL,Chennai,Mumbai,in_transit,6,279.69,147.02,2024-03-15,2024-05-06,4
SH049411,DHL,Chennai,Hyderabad,delayed,8,236.98,326.73,2024-02-06,2024-01-13,2
SH049414,BLUEDART,Chennai,Chennai,in_transit,6,326.80,124.48,2024-02-08,2024-02-17,5
SH049419,FEDEX,Pune,Bangalore,in_transit,6,226.80,309.52,2024-02-19,2024-04-18,1
SH049420,BLUEDART,Pune,Pune,pending,5,371.89,357.66,2024-01-18,2024-01-24,3
SH049438,BLUEDART,Delhi,Bangalore,delivered,10,111.08,399.64,2024-06-21,2024-01-18,2
SH049464,FEDEX,Delhi,Pune,delivered,1,109.81,202.23,2024-05-10,2024-06-05,3
SH049473,BLUEDART,Pune,Chennai,pending,2,0.00,98.08,2024-01-02,2024-01-29,4
SH049491,FEDEX,Pune,Mumbai,delayed,4,348.63,271.74,2024-04-04,2024-01-12,1
SH049521,DHL,Delhi,Pune,in_transit,3,123.70,58.81,2024-03-19,2024-02-12,4
SH049550,DHL,Bangalore,Pune,in_transit,3,209.64,468.12,2024-05-31,2024-02-06,4
SH049564,DHL,Bangalore,Chennai,pending,-1,493.59,78.92,2024-03-03,2024-04-29,3
SH049573,DHL,Hyderabad,Bangalore,in_transit,1,439.38,107.06,2024-04-12,2024-04-24,2
SH049577,DHL,Hyderabad,Chennai,in_transit,-1,319.15,391.23,2024-05-19,2024-06-09,1
SH049585,FEDEX,Bangalore,Mumbai,delayed,9,280.19,308.78,2024-06-01,2024-04-13,2
SH049592,FEDEX,Pune,Mumbai,pending,-1,171.23,363.66,2024-04-15,2024-05-12,2
SH049600,DHL,Delhi,Delhi,delayed,3,357.80,175.85,2024-06-24,2024-05-11,2
SH049628,FEDEX,Hyderabad,Bangalore,in_transit,9,124.32,159.87,2024-02-22,2024-04-26,3
SH049655,FEDEX,Delhi,Delhi,delivered,4,441.83,48.22,2024-04-01,2024-03-27,3
SH049665,FEDEX,Hyderabad,Mumbai,pending,2,377.66,255.95,2024-04-13,2024-02-26,3
SH049677,FEDEX,Delhi,Pune,in_transit,4,381.69,140.83,2024-04-01,2024-02-18,2
SH049680,FEDEX,Mumbai,Bangalore,delayed,6,308.78,86.37,2024-01-04,2024-05-21,5
SH049685,DHL,Chennai,Mumbai,in_transit,8,310.54,457.41,2024-03-04,2024-05-01,5
SH049692,FEDEX,Pune,Pune,pending,5,261.64,453.97,2024-02-16,2024-06-05,5
SH049693,FEDEX,Mumbai,Bangalore,delivered,6,245.34,482.78,2024-03-15,2024-03-25,4
SH049707,DHL,Delhi,Pune,in_transit,9,63.81,169.67,2024-05-19,2024-06-12,2
SH049712,BLUEDART,Delhi,Delhi,pending,1,260.50,188.93,2024-02-11,2024-04-15,5
SH049725,FEDEX,Bangalore,Hyderabad,delayed,8,265.24,41.65,2024-02-21,2024-02-25,2
SH049729,FEDEX,Chennai,Pune,delivered,5,0.00,109.55,2024-06-22,2024-05-23,5
SH049736,FEDEX,Pune,Chennai,delayed,7,428.90,372.91,2024-04-08,2024-03-16,3
SH049765,DHL,Hyderabad,Hyderabad,in_transit,2,0.00,231.62,2024-05-27,2024-04-06,5
SH049770,BLUEDART,Chennai,Mumbai,pending,9,85.51,177.92,2024-05-29,2024-04-01,3
SH049804,FEDEX,Pune,Mumbai,delayed,1,174.48,411.40,2024-05-13,2024-02-01,4
SH049805,DHL,Hyderabad,Bangalore,in_transit,10,280.97,128.29,2024-01-09,2024-03-26,4
SH049806,DHL,Chennai,Pune,in_transit,8,184.05,280.52,2024-02-02,2024-04-26,4
SH049824,FEDEX,Pune,Hyderabad,delayed,1,111.50,199.27,2024-02-14,2024-02-15,4
SH049826,BLUEDART,Delhi,Mumbai,in_transit,1,263.94,239.25,2024-05-29,2024-06-24,4
SH049864,BLUEDART,Bangalore,Bangalore,pending,7,190.75,182.08,2024-01-04,2024-04-15,1
SH049884,BLUEDART,Hyderabad,Mumbai,delayed,8,408.05,212.30,2024-05-11,2024-05-18,1
SH049897,BLUEDART,Hyderabad,Bangalore,delayed,1,184.23,454.23,2024-05-04,2024-01-20,1
SH049906,FEDEX,Pune,Hyderabad,in_transit,8,235.00,217.71,2024-03-04,2024-04-01,5
SH049921,DHL,Chennai,Delhi,delivered,1,310.62,297.95,2024-03-12,2024-04-07,4
SH049933,BLUEDART,Delhi,Bangalore,delayed,3,104.24,204.33,2024-06-11,2024-05-25,5
SH049936,DHL,Pune,Chennai,delayed,4,417.47,491.33,2024-03-09,2024-05-16,2
SH049951,DHL,Pune,Pune,delayed,10,64.77,173.86,2024-01-14,2024-05-17,4
SH049953,FEDEX,Pune,Hyderabad,delayed,5,390.43,246.05,2024-01-14,2024-03-12,3
SH049957,DHL,Mumbai,Chennai,delayed,9,299.47,33.41,2024-04-12,2024-03-04,4
SH049976,FEDEX,Chennai,Chennai,in_transit,2,179.11,64.57,2024-02-21,2024-05-01,4
SH049982,FEDEX,Chennai,Chennai,delayed,5,405.69,487.07,2024-06-04,2024-03-23,5
SH049987,FEDEX,Mumbai,Pune,delivered,3,496.14,112.11,2024-05-25,2024-05-31,3
SH049992,FEDEX,Pune,Chennai,delayed,2,278.83,360.78,2024-02-24,2024-02-15,4
SH050026,FEDEX,Pune,Pune,pending,1,206.40,404.44,2024-06-17,2024-05-13,1
SH050071,FEDEX,Bangalore,Bangalore,in_transit,3,123.07,250.01,2024-06-02,2024-03-16,4
SH050076,FEDEX,Pune,Pune,delayed,2,329.46,468.00,2024-06-16,2024-06-04,2
SH050085,BLUEDART,Pune,Mumbai,delayed,8,485.33,183.92,2024-03-06,2024-03-11,1
SH050095,DHL,Chennai,Bangalore,in_transit,2,78.49,54.19,2024-05-21,2024-04-14,1
SH050098,DHL,Chennai,Chennai,pending,7,276.33,43.01,2024-03-26,2024-05-22,2
SH050112,DHL,Delhi,Pune,delivered,3,377.73,434.50,2024-05-10,2024-03-03,3
SH050128,BLUEDART,Hyderabad,Hyderabad,in_transit,1,469.58,498.67,2024-01-21,2024-05-10,1
SH050145,FEDEX,Pune,Mumbai,pending,5,335.28,62.78,2024-03-13,2024-05-18,5
SH050161,FEDEX,Delhi,Chennai,delayed,-1,80.06,78.26,2024-05-20,2024-03-07,3
SH050171,DHL,Bangalore,Pune,delayed,0,364.83,444.40,2024-01-12,2024-05-24,4
SH050173,FEDEX,Hyderabad,Bangalore,delayed,8,80.34,183.35,2024-02-14,2024-03-01,2
SH050175,FEDEX,Hyderabad,Bangalore,in_transit,4,389.82,90.44,2024-02-27,2024-01-15,1
SH050188,DHL,Delhi,Bangalore,delayed,4,256.14,387.83,2024-05-17,2024-05-01,2
SH050209,FEDEX,Delhi,Mumbai,in_transit,1,263.98,445.69,2024-04-18,2024-02-15,5
SH050213,DHL,Chennai,Chennai,delayed,6,293.68,8.20,2024-05-25,2024-01-30,5
SH050214,FEDEX,Bangalore,Chennai,in_transit,4,251.32,279.37,2024-06-06,2024-03-14,5
SH050226,BLUEDART,Delhi,Mumbai,delayed,2,296.30,6.73,2024-02-29,2024-01-15,1
SH050269,BLUEDART,Hyderabad,Pune,pending,7,153.85,29.15,2024-05-11,2024-03-27,5
SH050281,DHL,Pune,Mumbai,in_transit,2,247.41,100.69,2024-04-05,2024-06-26,3
SH050287,DHL,Delhi,Delhi,pending,9,131.17,321.79,2024-06-01,2024-01-13,2
SH050293,DHL,Hyderabad,Mumbai,delayed,3,287.69,354.22,2024-05-24,2024-04-06,4
SH050308,FEDEX,Delhi,Mumbai,in_transit,8,456.19,203.92,2024-01-14,2024-04-06,4
SH050318,FEDEX,Pune,Chennai,delayed,7,173.89,383.45,2024-03-26,2024-05-23,3
SH050343,FEDEX,Chennai,Mumbai,delayed,2,53.64,335.58,2024-01-09,2024-06-06,2
SH050347,DHL,Hyderabad,Bangalore,in_transit,2,439.81,321.16,2024-06-11,2024-06-14,3
SH050358,FEDEX,Pune,Mumbai,in_transit,1,250.81,473.16,2024-02-17,2024-04-25,5
SH050378,BLUEDART,Chennai,Pune,pending,7,345.06,53.67,2024-06-14,2024-03-11,4
SH050380,FEDEX,Hyderabad,Mumbai,in_transit,6,50.14,112.01,2024-02-26,2024-06-15,5
SH050383,DHL,Delhi,Bangalore,delayed,2,110.06,154.38,2024-05-18,2024-01-26,2
SH050395,DHL,Delhi,Mumbai,pending,8,173.85,404.91,2024-01-26,2024-02-02,2
SH050411,BLUEDART,Mumbai,Bangalore,in_transit,3,245.26,167.61,2024-06-28,2024-02-23,5
SH050424,BLUEDART,Bangalore,Pune,pending,6,338.68,221.92,2024-01-18,2024-05-10,1
SH050425,BLUEDART,Delhi,Pune,in_transit,8,156.71,251.84,2024-04-25,2024-01-27,1
SH050429,DHL,Delhi,Pune,in_transit,5,199.68,284.18,2024-04-16,2024-02-21,1
SH050431,BLUEDART,Chennai,Pune,pending,10,287.03,376.45,2024-04-08,2024-05-31,3
SH050452,BLUEDART,Pune,Mumbai,delayed,-1,177.83,151.54,2024-01-22,2024-03-10,2
SH050464,BLUEDART,Delhi,Bangalore,in_transit,-1,441.29,395.92,2024-01-14,2024-06-20,1
SH050482,BLUEDART,Hyderabad,Chennai,pending,3,105.39,456.06,2024-02-26,2024-01-14,5
SH050487,DHL,Bangalore,Chennai,in_transit,7,265.91,123.46,2024-04-11,2024-07-03,3
SH050498,BLUEDART,Delhi,Hyderabad,in_transit,4,436.47,311.93,2024-02-02,2024-05-21,5
SH050504,FEDEX,Hyderabad,Chennai,delayed,3,487.37,14.99,2024-01-20,2024-06-13,3
SH050517,FEDEX,Pune,Delhi,in_transit,7,92.85,83.39,2024-05-18,2024-05-10,2
SH050522,FEDEX,Bangalore,Delhi,delayed,1,428.57,290.93,2024-05-31,2024-01-12,2
SH050537,FEDEX,Delhi,Mumbai,delayed,5,98.48,72.55,2024-03-07,2024-03-02,3
SH050566,FEDEX,Delhi,Pune,in_transit,9,381.01,355.15,2024-04-12,2024-04-10,2
SH050576,FEDEX,Pune,Chennai,in_transit,0,493.22,325.76,2024-02-27,2024-03-01,4
SH050579,BLUEDART,Delhi,Mumbai,delivered,4,405.00,420.72,2024-03-10,2024-01-09,4
SH050589,FEDEX,Pune,Delhi,pending,4,406.57,201.81,2024-03-22,2024-02-05,4
SH050590,BLUEDART,Chennai,Bangalore,in_transit,8,296.47,377.36,2024-03-25,2024-05-02,3
SH050592,FEDEX,Hyderabad,Pune,in_transit,2,398.97,292.33,2024-06-25,2024-05-15,2
SH050600,FEDEX,Pune,Chennai,delivered,5,288.92,337.83,2024-01-21,2024-05-24,3
SH050610,DHL,Chennai,Chennai,delayed,10,236.83,326.83,2024-01-26,2024-01-21,2
SH050611,DHL,Hyderabad,Hyderabad,delayed,0,66.45,331.50,2024-03-15,2024-04-25,3
SH050616,DHL,Pune,Bangalore,in_transit,7,404.92,366.77,2024-05-13,2024-04-03,1
SH050639,DHL,Pune,Delhi,pending,8,279.45,421.34,2024-05-25,2024-01-12,5
SH050645,FEDEX,Delhi,Delhi,delayed,1,196.09,77.86,2024-03-06,2024-06-22,2
SH050650,DHL,Pune,Pune,in_transit,9,149.77,257.06,2024-05-23,2024-06-27,1
SH050651,DHL,Delhi,Hyderabad,in_transit,7,398.60,201.87,2024-02-15,2024-06-03,4
SH050657,FEDEX,Chennai,Pune,in_transit,6,276.13,419.89,2024-03-25,2024-05-03,5
SH050660,FEDEX,Chennai,Bangalore,pending,2,467.47,481.63,2024-06-14,2024-03-01,3
SH050666,FEDEX,Chennai,Chennai,in_transit,9,351.92,294.37,2024-05-27,2024-06-15,4
SH050678,BLUEDART,Chennai,Mumbai,in_transit,4,125.62,407.55,2024-02-03,2024-02-11,4
SH050681,BLUEDART,Pune,Chennai,pending,3,433.54,202.59,2024-01-29,2024-05-11,2
SH050707,BLUEDART,Pune,Chennai,in_transit,6,368.42,430.87,2024-06-12,2024-02-21,4
SH050755,FEDEX,Chennai,Pune,in_transit,4,216.16,445.84,2024-04-12,2024-05-11,3
SH050769,DHL,Delhi,Pune,delayed,1,388.15,451.57,2024-01-06,2024-02-23,5
SH050780,DHL,Delhi,Mumbai,delayed,3,376.09,216.62,2024-05-24,2024-02-03,4
SH050814,BLUEDART,Pune,Bangalore,in_transit,7,178.47,402.21,2024-01-27,2024-04-21,1
SH050815,FEDEX,Chennai,Pune,delayed,4,425.82,2.01,2024-03-07,2024-03-23,2
SH050827,BLUEDART,Delhi,Hyderabad,in_transit,9,161.25,386.78,2024-01-03,2024-04-28,3
SH050832,DHL,Mumbai,Bangalore,delivered,1,242.77,438.87,2024-02-11,2024-05-15,1
SH050849,DHL,Pune,Chennai,delayed,7,338.92,434.31,2024-04-02,2024-04-07,4
SH050851,FEDEX,Bangalore,Mumbai,pending,4,261.26,29.02,2024-03-12,2024-04-09,4
SH050863,FEDEX,Delhi,Hyderabad,in_transit,8,478.55,500.97,2024-01-03,2024-06-12,3
SH050878,FEDEX,Chennai,Pune,pending,4,490.16,420.12,2024-04-28,2024-04-06,2
SH050887,BLUEDART,Chennai,Bangalore,delayed,2,110.72,202.06,2024-06-01,2024-01-28,4
SH050911,DHL,Hyderabad,Bangalore,delayed,-1,346.91,316.88,2024-04-01,2024-02-08,2
SH050926,DHL,Hyderabad,Delhi,in_transit,4,333.75,394.29,2024-02-11,2024-04-16,4
SH050931,BLUEDART,Bangalore,Pune,in_transit,5,204.71,381.96,2024-02-13,2024-04-19,4
SH050935,BLUEDART,Delhi,Hyderabad,delivered,10,294.90,493.63,2024-06-25,2024-06-02,3
SH050974,BLUEDART,Bangalore,Pune,pending,3,147.65,215.58,2024-03-06,2024-03-28,3
SH050975,DHL,Chennai,Chennai,in_transit,6,447.65,310.62,2024-06-08,2024-01-21,3
SH050983,BLUEDART,Pune,Mumbai,in_transit,3,162.24,326.98,2024-02-11,2024-02-20,5
SH050993,FEDEX,Mumbai,Pune,delivered,1,235.07,104.71,2024-02-20,2024-05-15,4
SH050996,BLUEDART,Pune,Mumbai,in_transit,6,213.69,291.60,2024-06-11,2024-03-16,5
SH051015,DHL,Delhi,Pune,delayed,9,312.67,156.08,2024-02-23,2024-03-21,5
SH051032,FEDEX,Hyderabad,Hyderabad,in_transit,6,157.33,487.94,2024-04-22,2024-04-30,3
SH051042,DHL,Hyderabad,Pune,delayed,9,206.54,375.72,2024-02-14,2024-03-20,5
SH051044,BLUEDART,Pune,Mumbai,delayed,9,153.84,463.33,2024-02-13,2024-07-03,4
SH051050,BLUEDART,Chennai,Chennai,in_transit,0,316.43,93.39,2024-06-21,2024-05-04,3
SH051055,DHL,Chennai,Chennai,pending,5,0.00,220.30,2024-04-14,2024-01-28,4
SH051103,FEDEX,Hyderabad,Delhi,delivered,6,210.88,153.77,2024-03-30,2024-02-16,1
SH051111,DHL,Pune,Pune,in_transit,6,222.89,286.33,2024-04-03,2024-02-13,5
SH051126,FEDEX,Hyderabad,Mumbai,delivered,8,449.91,47.32,2024-03-15,2024-02-16,4
SH051129,FEDEX,Delhi,Mumbai,delivered,2,312.58,486.02,2024-05-11,2024-02-04,1
SH051132,BLUEDART,Delhi,Mumbai,delivered,9,426.45,484.61,2024-03-09,2024-05-12,4
SH051136,DHL,Mumbai,Chennai,delivered,9,179.35,470.97,2024-06-08,2024-02-29,3
SH051138,FEDEX,Bangalore,Delhi,delivered,9,319.28,58.57,2024-03-07,2024-03-13,1
SH051155,FEDEX,Pune,Bangalore,in_transit,2,90.20,128.62,2024-04-06,2024-05-21,5
SH051156,BLUEDART,Hyderabad,Delhi,delayed,7,145.61,358.51,2024-04-24,2024-02-21,4
SH051164,FEDEX,Chennai,Pune,delayed,0,436.23,404.86,2024-06-10,2024-01-27,1
SH051170,DHL,Chennai,Pune,delivered,2,56.80,105.90,2024-01-18,2024-04-19,1
SH051176,DHL,Delhi,Pune,pending,5,487.56,77.63,2024-03-19,2024-06-19,4
SH051177,BLUEDART,Hyderabad,Mumbai,pending,2,420.51,149.80,2024-05-05,2024-03-27,4
SH051183,FEDEX,Mumbai,Mumbai,in_transit,7,59.97,467.16,2024-02-06,2024-04-18,4
SH051186,FEDEX,Pune,Mumbai,delivered,-1,372.86,283.58,2024-04-01,2024-05-04,2
SH051195,FEDEX,Mumbai,Hyderabad,delivered,7,362.70,377.47,2024-02-18,2024-03-21,4
SH051198,BLUEDART,Bangalore,Mumbai,in_transit,1,248.74,136.63,2024-04-15,2024-04-17,4
SH051207,FEDEX,Chennai,Chennai,in_transit,5,446.85,359.28,2024-01-18,2024-04-19,2
SH051216,BLUEDART,Hyderabad,Chennai,delayed,0,87.59,293.76,2024-02-23,2024-05-28,3
SH051219,BLUEDART,Mumbai,Chennai,delivered,3,335.40,358.84,2024-05-10,2024-04-30,4
SH051226,FEDEX,Bangalore,Mumbai,delayed,8,426.97,24.49,2024-05-30,2024-01-10,2
SH051231,BLUEDART,Hyderabad,Bangalore,delivered,10,322.51,11.37,2024-06-16,2024-06-28,2
SH051234,DHL,Hyderabad,Mumbai,in_transit,2,82.23,350.60,2024-05-24,2024-04-13,3
SH051254,DHL,Bangalore,Bangalore,in_transit,3,159.30,434.14,2024-04-11,2024-05-27,1
SH051255,BLUEDART,Hyderabad,Bangalore,in_transit,5,209.18,269.53,2024-02-04,2024-05-22,5
SH051256,FEDEX,Delhi,Pune,pending,2,396.14,70.71,2024-05-21,2024-03-23,5
SH051260,DHL,Chennai,Pune,delayed,2,189.05,449.55,2024-04-14,2024-06-27,4
SH051267,FEDEX,Chennai,Pune,pending,1,173.53,101.19,2024-06-15,2024-06-10,5
SH051295,FEDEX,Delhi,Chennai,delayed,5,295.10,3.37,2024-01-11,2024-06-07,3
SH051310,FEDEX,Hyderabad,Hyderabad,delayed,8,236.22,432.19,2024-01-27,2024-03-19,5
SH051317,FEDEX,Pune,Delhi,delayed,0,227.48,244.65,2024-04-25,2024-02-02,1
SH051320,DHL,Bangalore,Delhi,pending,6,106.20,93.76,2024-06-06,2024-06-16,2
SH051327,BLUEDART,Mumbai,Bangalore,delayed,6,185.62,51.64,2024-02-07,2024-07-02,5
SH051336,BLUEDART,Chennai,Pune,in_transit,4,430.31,227.59,2024-01-23,2024-02-08,1
SH051369,FEDEX,Mumbai,Mumbai,delayed,9,207.26,199.43,2024-04-01,2024-05-22,2
SH051393,DHL,Bangalore,Mumbai,pending,1,224.43,108.57,2024-06-08,2024-04-06,3
SH051394,FEDEX,Pune,Hyderabad,in_transit,4,99.63,176.88,2024-01-04,2024-06-17,2
SH051398,DHL,Hyderabad,Bangalore,delayed,10,423.24,251.52,2024-02-06,2024-06-08,3
SH051399,DHL,Bangalore,Mumbai,pending,8,407.21,54.14,2024-06-03,2024-04-21,5
SH051405,BLUEDART,Chennai,Pune,pending,0,424.26,138.88,2024-05-30,2024-03-04,5
SH051407,FEDEX,Pune,Pune,delivered,4,388.34,317.26,2024-03-06,2024-05-06,2
SH051426,BLUEDART,Delhi,Chennai,delivered,3,68.17,131.45,2024-01-30,2024-05-28,3
SH051455,BLUEDART,Delhi,Pune,delayed,2,341.42,437.97,2024-02-18,2024-01-21,2
SH051459,DHL,Mumbai,Delhi,pending,8,88.83,249.37,2024-04-18,2024-02-23,4
SH051469,FEDEX,Chennai,Delhi,delayed,5,423.81,376.24,2024-01-07,2024-04-14,3
SH051478,FEDEX,Bangalore,Chennai,delivered,5,479.04,379.96,2024-02-28,2024-04-02,3
SH051482,FEDEX,Chennai,Bangalore,delivered,0,335.23,231.55,2024-02-23,2024-02-27,3
SH051516,BLUEDART,Mumbai,Bangalore,pending,3,114.21,213.19,2024-03-10,2024-03-01,5
